OBJID,RA,DEC,NH,ENERGY_SLOPE,ENERGY_SLOPE_ERROR,EXPOSURE_TIME,NUFNU_3000EV,NUFNU_ERROR_3000EV,NUFNU_500EV,NUFNU_ERROR_500EV,UPPER_LIMIT_500EV,NUFNU_1500EV,NUFNU_ERROR_1500EV,UPPER_LIMIT_1500EV,NUFNU_4500EV,NUFNU_ERROR_4500EV,UPPER_LIMIT_4500EV,COUNTRATES_300_10000EV,COUNTRATES_ERROR_300_10000EV,COUNTRATES_300_1000EV,COUNTRATES_ERROR_300_1000EV,UPPER_LIMIT_300_1000EV,COUNTRATES_1000_2000EV,COUNTRATES_ERROR_1000_2000EV,UPPER_LIMIT_1000_2000EV,COUNTRATES_2000_10000EV,COUNTRATES_ERROR_2000_10000EV,UPPER_LIMIT_2000_10000EV,RUNID
385,-27.0251,-0.323056,4.74e+20,0.8,-999/-999,7557.8,3.03545e-14,9.82488e-15,1.30074e-14,9.15609e-15,-999,2.50546e-14,1.43937e-14,-999,4.97115e-14,2.4445e-14,-999,0.00207,0.00067,0.00046,0.0003238,-999,0.00069,0.0003964,-999,0.0009198,0.0004523,-999,134_332_0
386,-27.0095,-0.372494,4.81e+20,0.8,-999/-999,7513.6,4.86405e-14,1.21969e-14,7.83851e-14,2.19041e-14,-999,2.00493e-14,1.24977e-14,-999,7.95105e-14,-4.48199e-11,9.84287e-14,0.00331,0.00083,0.002758,0.0007707,-999,0.0005517,0.0003439,-999,0.001471,-0.8292,0.001821,134_332_0
387,-27.3002,-0.521716,4.86e+20,0.8,-999/-999,7746.6,2.48717e-14,9.41888e-15,4.01604e-14,-1.82376e-11,6.3806e-14,2.4585e-14,1.4607e-14,-999,5.48128e-14,2.68658e-14,-999,0.00169,0.00064,0.001408,-0.6394,0.002237,0.0006761,0.0004017,-999,0.001014,0.000497,-999,134_332_0
388,-32.6142,0.376471,6.61e+20,0.8,-999/-999,4654.9,4.73474e-14,1.50088e-14,4.93211e-14,2.25845e-14,-999,1.41995e-14,1.26033e-14,-999,6.21731e-14,3.21327e-14,-999,0.00306,0.00097,0.00153,0.0007006,-999,0.0003825,0.0003395,-999,0.001147,0.0005928,-999,136_327_0
389,-32.7189,0.552626,6.52e+20,0.8,-999/-999,4273.3,1.94481e-13,3.087e-14,1.70768e-13,4.16507e-14,-999,1.79704e-13,4.63538e-14,-999,1.31322e-13,4.60683e-14,-999,0.0126,0.002,0.00533,0.0013,-999,0.004846,0.00125,-999,0.002423,0.00085,-999,136_327_0
390,-32.6468,0.294733,6.65e+20,0.8,-999/-999,4553.4,2.89663e-14,1.25469e-14,2.55715e-14,-2.61566e-11,5.71165e-14,3.97027e-14,2.33982e-14,-999,4.34485e-14,2.92729e-14,-999,0.00187,0.00081,0.0007911,-0.8092,0.001767,0.001069,0.00063,-999,0.0008015,0.00054,-999,136_327_0
391,-4.95612,0.172644,3.48e+20,0.8,-999/-999,762.2,5.34011e-13,1.21174e-13,2.44146e-13,1.10777e-13,-999,3.39011e-13,1.5382e-13,-999,1.02268e-12,3.24713e-13,-999,0.0379,0.0086,0.009477,0.0043,-999,0.009477,0.0043,-999,0.01896,0.00602,-999,137_355_0
392,-14.5727,-1.10071,4.32e+20,0.8,-999/-999,4686,4.76228e-14,1.4475e-14,2.70702e-14,1.48885e-14,-999,4.75484e-14,2.27119e-14,-999,5.33133e-14,2.9322e-14,-999,0.00329,0.001,0.0009871,0.0005429,-999,0.001316,0.0006286,-999,0.0009871,0.0005429,-999,138_345_-1
393,-14.6224,-1.16581,4.34e+20,0.8,-999/-999,4875.6,4.92456e-14,1.4484e-14,5.60286e-14,2.11261e-14,-999,2.45752e-14,1.66786e-14,-999,3.67282e-14,2.49265e-14,-999,0.0034,0.001,0.00204,0.0007692,-999,0.00068,0.0004615,-999,0.00068,0.0004615,-999,138_345_-1
394,-14.63,-1.17547,4.34e+20,0.8,-999/-999,4872.4,3.9831e-14,1.33253e-14,7.55287e-14,2.52678e-14,-999,1.9877e-14,-3.32163e-11,9.36749e-14,2.97066e-14,-4.96424e-11,1.39999e-13,0.00275,0.00092,0.00275,0.00092,-999,0.00055,-0.9191,0.002592,0.00055,-0.9191,0.002592,138_345_-1
395,-14.6595,-1.05476,4.31e+20,0.8,-999/-999,4874.8,2.93761e-14,1.18662e-14,5.56301e-14,-2.24494e-11,7.35249e-14,5.86702e-14,2.53937e-14,-999,2.19277e-14,1.92974e-14,-999,0.00203,0.00082,0.00203,-0.8192,0.002683,0.001624,0.0007029,-999,0.000406,0.0003573,-999,138_345_-1
396,-14.4483,-1.20428,4.31e+20,0.8,-999/-999,4633.2,2.76396e-14,1.21556e-14,4.18733e-14,1.99501e-14,-999,5.52021e-14,-3.03178e-11,9.12568e-14,2.0626e-14,1.96593e-14,-999,0.00191,0.00084,0.001528,0.000728,-999,0.001528,-0.8392,0.002526,0.0003819,0.000364,-999,138_345_-1
397,-14.4654,-0.970324,4.27e+20,0.8,-999/-999,4470.3,2.84724e-14,1.25741e-14,2.15368e-14,1.45801e-14,-999,2.84619e-14,1.92683e-14,-999,2.12784e-14,2.03603e-14,-999,0.00197,0.00087,0.0007882,0.0005336,-999,0.0007882,0.0005336,-999,0.000394,0.000377,-999,138_345_-1
398,-14.6377,-0.914291,4.26e+20,0.8,-999/-999,3926.7,4.97011e-14,1.87824e-14,9.39258e-14,3.54952e-14,-999,4.96805e-14,-4.69004e-11,1.36802e-13,3.71554e-14,-7.01525e-11,2.04625e-13,0.00344,0.0013,0.00344,0.0013,-999,0.001376,-1.299,0.003789,0.000688,-1.299,0.003789,138_345_-1
2256,17.5503,-0.132802,3.07e+20,0.131,+0.28/-0.20,15236.2,9.43355e-14,1.39913e-14,3.78784e-15,2.80896e-15,-999,7.96963e-14,1.72377e-14,-999,1.33378e-13,2.88487e-14,-999,0.00445,0.00066,0.000178,0.000132,-999,0.002136,0.000462,-999,0.002136,0.000462,-999,288_17_0
5331,17.6085,0.119861,2.93e+20,0.8,-999/-999,5125.9,2.64191e-14,1.10656e-14,4.71789e-14,1.97608e-14,-999,3.88086e-14,-2.84028e-11,6.40413e-14,4.41106e-14,-4.30705e-11,9.71134e-14,0.00191,0.0008,0.00191,0.0008,-999,0.001092,-0.7992,0.001802,0.0008185,-0.7992,0.001802,604_17_0
405,40.6697,-0.0129831,2.92e+20,1.813,+0.02/-0.02,37614.1,2.9543e-12,1.96041e-14,1.24863e-11,1.02252e-13,-999,5.07189e-12,6.74542e-14,-999,2.08247e-12,4.93095e-14,-999,0.648,0.0043,0.4357,0.003568,-999,0.1582,0.002104,-999,0.0541,0.001281,-999,141_40_0
406,40.7697,0.00100389,2.93e+20,0.396,+0.27/-0.20,39860.7,3.26618e-14,4.79778e-15,9.46092e-15,2.93397e-15,-999,2.38886e-14,5.95384e-15,-999,4.1464e-14,9.64486e-15,-999,0.00177,0.00026,0.0004192,0.00013,-999,0.000652,0.0001625,-999,0.0006986,0.0001625,-999,141_40_0
407,40.6983,0.0836372,2.93e+20,0.8,-999/-999,38321.3,6.81918e-15,2.21312e-15,4.34985e-15,2.25841e-15,-999,8.76036e-15,4.06211e-15,-999,3.79669e-15,3.2028e-15,-999,0.000493,0.00016,0.0001761,9.143e-05,-999,0.0002465,0.0001143,-999,7.045e-05,5.943e-05,-999,141_40_0
408,40.784,-0.0240558,2.94e+20,0.8,-999/-999,39691.4,1.36986e-14,2.90577e-15,8.1576e-15,2.98865e-15,-999,1.00518e-14,4.06979e-15,-999,2.03231e-14,7.2001e-15,-999,0.00099,0.00021,0.00033,0.0001209,-999,0.0002828,0.0001145,-999,0.0003771,0.0001336,-999,141_40_0
409,40.7505,-0.0660872,2.93e+20,0.8,-999/-999,38077.3,1.48002e-14,3.18136e-15,1.01645e-14,3.49519e-15,-999,1.60885e-14,5.23845e-15,-999,1.1091e-14,5.40537e-15,-999,0.00107,0.00023,0.0004115,0.0001415,-999,0.0004527,0.0001474,-999,0.0002058,0.0001003,-999,141_40_0
410,40.6167,0.0686086,2.91e+20,0.8,-999/-999,38254.6,7.51917e-15,2.34974e-15,2.43858e-15,1.84472e-15,-999,3.51331e-15,2.65772e-15,-999,1.86567e-14,7.32904e-15,-999,0.000544,0.00017,9.888e-05,7.48e-05,-999,9.888e-05,7.48e-05,-999,0.0003462,0.000136,-999,141_40_0
411,40.7169,-0.103651,2.92e+20,0.8,-999/-999,38384.1,9.831e-15,2.62713e-15,5.01271e-15,2.42565e-15,-999,9.02234e-15,3.9586e-15,-999,1.36829e-14,6.00346e-15,-999,0.000711,0.00019,0.0002031,9.828e-05,-999,0.0002539,0.0001114,-999,0.0002539,0.0001114,-999,141_40_0
412,40.685,-0.109536,2.92e+20,1.99,+0.19/-0.15,38245.4,3.39564e-14,2.11332e-15,1.71019e-13,1.35833e-14,-999,9.35453e-14,1.05403e-14,-999,2.22688e-14,5.28758e-15,-999,0.00948,0.00059,0.005881,0.0004671,-999,0.002982,0.000336,-999,0.0006212,0.0001475,-999,141_40_0
413,40.7124,0.169876,2.94e+20,0.8,-999/-999,28590.7,1.6466e-14,3.73599e-15,1.03824e-14,3.94284e-15,-999,1.74166e-14,6.10646e-15,-999,1.509e-14,6.94681e-15,-999,0.00119,0.00027,0.00042,0.0001595,-999,0.00049,0.0001718,-999,0.00028,0.0001289,-999,141_40_0
414,40.5584,-0.0272672,2.88e+20,0.8,-999/-999,33994.7,1.14883e-14,3.17584e-15,5.84861e-15,2.99689e-15,-999,6.33286e-15,3.84305e-15,-999,2.24224e-14,8.75125e-15,-999,0.000832,0.00023,0.0002377,0.0001218,-999,0.0001783,0.0001082,-999,0.0004161,0.0001624,-999,141_40_0
415,40.5493,0.0308331,2.87e+20,0.8,-999/-999,37287.7,1.96003e-14,3.72681e-15,1.74634e-14,4.67626e-15,-999,1.44116e-14,5.01103e-15,-999,1.63978e-14,6.61193e-15,-999,0.00142,0.00027,0.0007103,0.0001902,-999,0.0004058,0.0001411,-999,0.0003043,0.0001227,-999,141_40_0
416,40.5851,-0.0839881,2.89e+20,0.8,-999/-999,32681.7,8.37068e-15,2.90073e-15,1.65793e-15,1.75446e-15,-999,9.56607e-15,5.06189e-15,-999,1.4512e-14,7.67904e-15,-999,0.000606,0.00021,6.733e-05,7.125e-05,-999,0.0002693,0.0001425,-999,0.0002693,0.0001425,-999,141_40_0
417,40.6996,-0.145535,2.9e+20,0.8,-999/-999,38036.7,7.89008e-15,2.48724e-15,1.40712e-15,1.39898e-15,-999,1.21716e-14,4.92049e-15,-999,9.23119e-15,5.22292e-15,-999,0.000571,0.00018,5.71e-05,5.677e-05,-999,0.0003426,0.0001385,-999,0.0001713,9.692e-05,-999,141_40_0
418,40.8783,-0.0177069,2.97e+20,0.8,-999/-999,27391.6,7.03631e-15,2.7702e-15,4.72002e-15,3.09713e-15,-999,9.03122e-15,5.1094e-15,-999,3.42179e-15,3.70528e-15,-999,0.000508,0.0002,0.0001905,0.000125,-999,0.000254,0.0001437,-999,6.349e-05,6.875e-05,-999,141_40_0
419,40.547,-0.0270144,2.88e+20,0.8,-999/-999,33347.3,1.06184e-14,3.17584e-15,9.45816e-15,4.0426e-15,-999,1.17032e-14,5.36677e-15,-999,2.95947e-15,3.3286e-15,-999,0.000769,0.00023,0.0003844,0.0001643,-999,0.0003295,0.0001511,-999,5.492e-05,6.177e-05,-999,141_40_0
420,40.8563,-0.0705208,2.97e+20,0.924,+0.20/-0.16,30984.6,6.08365e-14,6.2205e-15,2.5162e-14,5.75292e-15,-999,9.5308e-14,1.31933e-14,-999,6.19811e-14,1.30212e-14,-999,0.00489,0.0005,0.0009911,0.0002266,-999,0.002709,0.000375,-999,0.00119,0.00025,-999,141_40_0
421,40.5365,0.03435,2.87e+20,0.8,-999/-999,34451.7,2.59496e-14,4.41696e-15,1.15554e-14,3.85263e-15,-999,3.8142e-14,8.58018e-15,-999,1.80953e-14,7.38791e-15,-999,0.00188,0.00032,0.00047,0.0001567,-999,0.001074,0.0002416,-999,0.0003358,0.0001371,-999,141_40_0
422,40.8189,-0.12434,2.96e+20,0.8,-999/-999,25222.5,1.10076e-14,3.59996e-15,7.16001e-15,3.83254e-15,-999,1.54189e-14,6.82243e-15,-999,3.89654e-15,4.33739e-15,-999,0.000795,0.00026,0.0002892,0.0001548,-999,0.0004337,0.0001919,-999,7.23e-05,8.048e-05,-999,141_40_0
423,40.5305,0.0111603,2.87e+20,0.8,-999/-999,34723.3,3.63019e-14,4.96908e-15,3.4027e-14,6.36532e-15,-999,2.21217e-14,6.27888e-15,-999,3.35662e-14,9.52722e-15,-999,0.00263,0.00036,0.001384,0.0002589,-999,0.0006229,0.0001768,-999,0.0006229,0.0001768,-999,141_40_0
424,40.84,-0.128369,2.96e+20,0.8,-999/-999,20192.8,1.46768e-14,4.70764e-15,1.04999e-14,5.34278e-15,-999,1.50776e-14,7.67212e-15,-999,1.14309e-14,8.10566e-15,-999,0.00106,0.00034,0.0004241,0.0002158,-999,0.0004241,0.0002158,-999,0.0002121,0.0001504,-999,141_40_0
425,40.5038,0.00571167,2.87e+20,0.926,+0.18/-0.14,24323.4,1.10235e-13,1.00213e-14,8.98021e-14,1.2858e-14,-999,1.12042e-13,1.70751e-14,-999,1.12265e-13,2.06575e-14,-999,0.00891,0.00081,0.003564,0.0005103,-999,0.003189,0.000486,-999,0.002157,0.0003969,-999,141_40_0
426,40.7125,-0.187127,2.9e+20,0.8,-999/-999,26412.8,2.0727e-14,4.8363e-15,1.13727e-14,4.77088e-15,-999,1.63957e-14,6.87803e-15,-999,3.10886e-14,1.164e-14,-999,0.0015,0.00035,0.0004615,0.0001936,-999,0.0004615,0.0001936,-999,0.0005769,0.000216,-999,141_40_0
427,40.4897,0.161418,2.88e+20,0.8,-999/-999,3400.6,1.11016e-13,3.59008e-14,1.13035e-13,4.89147e-14,-999,1.22395e-13,5.97413e-14,-999,1.66619e-13,-1.39945e-10,4.08895e-13,0.00804,0.0026,0.004594,0.001988,-999,0.003446,0.001682,-999,0.003092,-2.597,0.007588,141_40_0
3373,17.6025,-0.261886,3.09e+20,0.8,-999/-999,16288.4,2.32264e-14,5.5632e-15,2.21012e-14,7.27454e-15,-999,1.74902e-14,7.76945e-15,-999,1.58858e-14,9.01831e-15,-999,0.00167,0.0004,0.0008838,0.0002909,-999,0.0004912,0.0002182,-999,0.0002947,0.0001673,-999,41_17_0
2249,17.6322,-0.270355,3.08e+20,0.8,-999/-999,15610.1,1.48762e-14,4.72702e-15,9.72244e-15,5.09735e-15,-999,1.38531e-14,7.26301e-15,-999,1.57292e-14,9.7728e-15,-999,0.00107,0.00034,0.0003891,0.000204,-999,0.0003891,0.000204,-999,0.0002918,0.0001813,-999,288_17_0
3375,17.5627,-0.176827,3.08e+20,0.8,-999/-999,16834.6,1.15256e-14,4.03187e-15,7.76846e-15,4.43769e-15,-999,1.1069e-14,6.32309e-15,-999,1.11689e-14,7.65437e-15,-999,0.000829,0.00029,0.0003109,0.0001776,-999,0.0003109,0.0001776,-999,0.0002072,0.000142,-999,41_17_0
3376,17.6051,-0.391549,3.11e+20,0.8,-999/-999,17129.6,1.58654e-14,4.59261e-15,1.42706e-14,5.85552e-15,-999,1.01467e-14,5.87647e-15,-999,1.53581e-14,8.89466e-15,-999,0.00114,0.00033,0.0005698,0.0002338,-999,0.0002849,0.000165,-999,0.0002849,0.000165,-999,41_17_0
3377,17.7065,-0.183964,3.06e+20,0.8,-999/-999,17619.2,2.12563e-14,5.41827e-15,2.5448e-15,2.5448e-15,-999,2.17764e-14,8.75612e-15,-999,4.39687e-14,1.55241e-14,-999,0.00153,0.00039,0.000102,0.000102,-999,0.0006118,0.000246,-999,0.0008157,0.000288,-999,41_17_0
2254,17.6222,-0.421695,3.2e+20,0.8,-999/-999,14591.6,1.6332e-14,5.16483e-15,4.21393e-15,3.45487e-15,-999,5.95778e-15,4.8846e-15,-999,4.5046e-14,1.6622e-14,-999,0.00117,0.00037,0.0001671,0.000137,-999,0.0001671,0.000137,-999,0.0008355,0.0003083,-999,288_17_0
3379,17.6668,-0.409634,3.1e+20,0.8,-999/-999,13861.3,4.29881e-14,8.20808e-15,3.02564e-14,9.30216e-15,-999,4.78256e-14,1.38669e-14,-999,2.89745e-14,1.33579e-14,-999,0.00309,0.00059,0.001209,0.0003717,-999,0.001343,0.0003894,-999,0.0005375,0.0002478,-999,41_17_0
3380,17.5501,-0.132197,3.07e+20,0.127,+0.28/-0.20,15665.9,1.00659e-13,1.50776e-14,7.46298e-15,4.07478e-15,-999,7.86332e-14,1.77531e-14,-999,1.42593e-13,3.10555e-14,-999,0.00474,0.00071,0.0003511,0.0001917,-999,0.002107,0.0004757,-999,0.002282,0.000497,-999,41_17_0
3381,17.6494,-0.129447,3.05e+20,0.8,-999/-999,17186,2.18057e-14,5.5556e-15,1.46738e-14,6.13777e-15,-999,2.7931e-14,9.85487e-15,-999,1.05756e-14,7.46543e-15,-999,0.00157,0.0004,0.0005886,0.0002462,-999,0.0007848,0.0002769,-999,0.0001962,0.0001385,-999,41_17_0
437,17.6041,-0.123928,3.06e+20,0.8,-999/-999,13442.5,1.30733e-14,5.00148e-15,2.3477e-14,8.98164e-15,-999,1.91389e-14,-1.27996e-11,7.36084e-14,7.24456e-15,-1.93835e-11,1.11471e-13,0.000941,0.00036,0.000941,0.00036,-999,0.0005377,-0.3596,0.002068,0.0001344,-0.3596,0.002068,14_17_0
438,17.5729,-0.432856,3.23e+20,0.8,-999/-999,10717.7,2.24965e-14,7.12623e-15,2.44226e-14,9.91617e-15,-999,1.1488e-14,8.11402e-15,-999,1.73613e-14,1.22661e-14,-999,0.00161,0.00051,0.0009662,0.0003923,-999,0.0003221,0.0002275,-999,0.000322,0.0002275,-999,14_17_0
3383,17.7495,-0.211422,3.05e+20,0.8,-999/-999,16072.1,1.11945e-14,4.30559e-15,2.23248e-15,2.57527e-15,-999,6.37417e-15,5.22461e-15,-999,2.89562e-14,1.34863e-14,-999,0.000806,0.00031,8.955e-05,0.0001033,-999,0.0001791,0.0001468,-999,0.0005372,0.0002502,-999,41_17_0
440,17.7705,-0.274446,3.06e+20,0.8,-999/-999,12167.2,2.11174e-14,6.52971e-15,4.21389e-15,-1.17136e-11,3.12611e-14,1.35222e-14,8.25425e-15,-999,6.14494e-14,2.19547e-14,-999,0.00152,0.00047,0.0001689,-0.4695,0.001253,0.0003799,0.0002319,-999,0.00114,0.0004073,-999,14_17_0
1155,58.3341,-0.0251872,1.12e+21,0.8,-999/-999,283830,4.23458e-15,7.7778e-16,2.54004e-15,9.71955e-16,-999,3.83837e-15,1.11895e-15,-999,4.81554e-15,1.46486e-15,-999,0.000245,4.5e-05,5.88e-05,2.25e-05,-999,9.797e-05,2.856e-05,-999,8.82e-05,2.683e-05,-999,203_58_0
1148,58.3566,0.0393514,1.12e+21,1.679,+0.24/-0.18,278452,6.15452e-15,5.79538e-16,2.07594e-14,2.75972e-15,-999,9.52179e-15,1.52088e-15,-999,4.58779e-15,1.11565e-15,-999,0.000754,7.1e-05,0.0003795,5.045e-05,-999,0.0002632,4.204e-05,-999,0.0001114,2.709e-05,-999,203_58_0
443,58.3612,-0.0235869,1.12e+21,0.8,-999/-999,100281,3.8889e-15,1.2963e-15,1.29594e-15,1.20004e-15,-999,2.35074e-15,1.52367e-15,-999,7.37073e-15,3.1847e-15,-999,0.000225,7.5e-05,3e-05,2.778e-05,-999,6e-05,3.889e-05,-999,0.000135,5.833e-05,-999,143_58_0
1164,58.3734,-0.0191394,1.13e+21,0.603,+0.13/-0.11,285749,2.20248e-14,1.57877e-15,7.5192e-15,1.3372e-15,-999,1.97955e-14,2.15933e-15,-999,2.56933e-14,2.91639e-15,-999,0.00113,8.1e-05,0.0001841,3.274e-05,-999,0.0004977,5.429e-05,-999,0.0004479,5.084e-05,-999,203_58_0
1168,58.3905,-0.000350833,1.13e+21,0.583,+0.22/-0.18,292004,1.01087e-14,1.1626e-15,4.28514e-15,1.09888e-15,-999,8.00941e-15,1.46368e-15,-999,1.18841e-14,2.17395e-15,-999,0.000513,5.9e-05,0.0001056,2.708e-05,-999,0.0002011,3.675e-05,-999,0.0002062,3.772e-05,-999,203_58_0
1153,58.3701,0.0488508,1.13e+21,0.8,-999/-999,276422,4.57274e-15,8.31408e-16,3.18757e-15,1.0999e-15,-999,3.83415e-15,1.16378e-15,-999,5.0729e-15,1.57265e-15,-999,0.000264,4.8e-05,7.335e-05,2.531e-05,-999,9.775e-05,2.967e-05,-999,9.29e-05,2.88e-05,-999,203_58_0
1166,58.3968,0.0272331,1.13e+21,0.8,-999/-999,293212,6.21824e-15,9.18013e-16,3.69341e-15,1.12988e-15,-999,4.25973e-15,1.1375e-15,-999,9.02637e-15,1.96582e-15,-999,0.000359,5.3e-05,8.499e-05,2.6e-05,-999,0.0001086,2.9e-05,-999,0.0001653,3.6e-05,-999,203_58_0
1151,58.3446,0.0705164,1.12e+21,0.058,+0.24/-0.18,258690,1.33591e-14,1.60895e-15,2.61217e-15,8.37821e-16,-999,6.77809e-15,1.48962e-15,-999,1.94785e-14,3.1766e-15,-999,0.000548,6.6e-05,7.754e-05,2.487e-05,-999,0.0001654,3.635e-05,-999,0.000305,4.974e-05,-999,203_58_0
1146,58.3239,0.0729442,1.12e+21,1.953,+0.08/-0.07,244671,3.50651e-14,1.02777e-15,1.85728e-13,7.67527e-15,-999,6.92247e-14,3.64544e-15,-999,2.32361e-14,2.13226e-15,-999,0.0058,0.00017,0.003199,0.0001322,-999,0.001973,0.0001039,-999,0.0006278,5.761e-05,-999,203_58_0
1157,58.3725,0.0723083,1.13e+21,0.3,+0.22/-0.18,260072,1.25769e-14,1.46243e-15,4.2405e-15,1.09648e-15,-999,6.9853e-15,1.46716e-15,-999,1.66337e-14,2.78556e-15,-999,0.000559,6.5e-05,0.0001149,2.971e-05,-999,0.0001724,3.621e-05,-999,0.0002717,4.55e-05,-999,203_58_0
1144,58.3089,0.0776681,1.12e+21,0.642,+0.16/-0.13,239464,1.80633e-14,1.54175e-15,8.83604e-15,1.59287e-15,-999,1.46641e-14,1.98823e-15,-999,2.06893e-14,2.85138e-15,-999,0.000949,8.1e-05,0.0002149,3.874e-05,-999,0.0003701,5.018e-05,-999,0.0003641,5.018e-05,-999,203_58_0
452,58.2554,-0.0500739,1.1e+21,0.8,-999/-999,74429.5,5.98873e-15,1.7209e-15,1.9804e-15,1.56511e-15,-999,1.81364e-15,1.43332e-15,-999,1.39288e-14,4.73045e-15,-999,0.000348,0.0001,4.64e-05,3.667e-05,-999,4.64e-05,3.667e-05,-999,0.0002552,8.667e-05,-999,143_58_0
1185,58.4336,-0.0126369,1.14e+21,0.8,-999/-999,293590,2.9335e-15,7.11678e-16,9.5349e-16,6.60579e-16,-999,1.92698e-15,8.75721e-16,-999,5.35992e-15,1.72856e-15,-999,0.000169,4.1e-05,2.181e-05,1.511e-05,-999,4.907e-05,2.23e-05,-999,9.814e-05,3.165e-05,-999,203_58_0
1159,58.2314,-0.0172256,1.1e+21,0.893,+0.06/-0.06,241653,6.56137e-14,2.42415e-15,5.53014e-14,3.62093e-15,-999,5.91883e-14,3.52956e-15,-999,6.79164e-14,4.39114e-15,-999,0.00406,0.00015,0.00126,8.25e-05,-999,0.001525,9.094e-05,-999,0.001276,8.25e-05,-999,203_58_0
1184,58.3561,-0.0998228,1.12e+21,0.994,+0.23/-0.18,281122,9.49664e-15,1.05686e-15,8.60915e-15,1.75799e-15,-999,9.9786e-15,1.74568e-15,-999,9.42739e-15,1.94343e-15,-999,0.000629,7e-05,0.0001881,3.841e-05,-999,0.0002586,4.524e-05,-999,0.0001822,3.756e-05,-999,203_58_0
1167,58.2457,-0.0545572,1.09e+21,0.458,+0.23/-0.18,256410,1.15575e-14,1.39775e-15,4.48429e-15,1.18008e-15,-999,7.773e-15,1.59856e-15,-999,1.43129e-14,2.60665e-15,-999,0.000554,6.7e-05,0.0001178,3.1e-05,-999,0.0001945,4e-05,-999,0.0002416,4.4e-05,-999,203_58_0
1193,58.4435,-0.031105,1.14e+21,0.8,-999/-999,295994,4.04441e-15,7.8111e-16,1.64292e-15,7.79929e-16,-999,3.54058e-15,1.09681e-15,-999,5.7455e-15,1.65265e-15,-999,0.000233,4.5e-05,3.758e-05,1.784e-05,-999,9.016e-05,2.793e-05,-999,0.0001052,3.026e-05,-999,203_58_0
1176,58.2579,-0.0890025,1.1e+21,0.795,+0.23/-0.18,259474,9.32364e-15,1.10502e-15,6.06866e-15,1.42469e-15,-999,8.35219e-15,1.56877e-15,-999,1.00505e-14,2.03579e-15,-999,0.00054,6.4e-05,0.0001424,3.343e-05,-999,0.0002136,4.012e-05,-999,0.0001839,3.725e-05,-999,203_58_0
1190,58.4538,0.0562764,1.14e+21,0.8,-999/-999,222884,4.72138e-15,9.89406e-16,2.89326e-15,1.21623e-15,-999,4.61815e-15,1.46556e-15,-999,4.81977e-15,1.77881e-15,-999,0.000272,5.7e-05,6.618e-05,2.782e-05,-999,0.0001176,3.732e-05,-999,8.825e-05,3.257e-05,-999,203_58_0
1187,58.4452,0.0756947,1.14e+21,0.438,+0.19/-0.15,210038,1.78757e-14,1.86824e-15,5.9559e-15,1.40047e-15,-999,1.26635e-14,2.09248e-15,-999,2.22854e-14,3.38182e-15,-999,0.000842,8.8e-05,0.0001531,3.6e-05,-999,0.0003147,5.2e-05,-999,0.0003743,5.68e-05,-999,203_58_0
1152,58.2369,0.0899519,1.11e+21,0.665,+0.17/-0.14,206244,1.8747e-14,1.68723e-15,7.16051e-15,1.53463e-15,-999,1.77567e-14,2.37072e-15,-999,2.12937e-14,3.13276e-15,-999,0.001,9e-05,0.0001739,3.727e-05,-999,0.0004494,6e-05,-999,0.0003769,5.545e-05,-999,203_58_0
1199,58.3623,-0.124057,1.11e+21,0.8,-999/-999,262283,3.88057e-15,8.45103e-16,2.10058e-15,9.79439e-16,-999,4.59421e-15,1.38844e-15,-999,3.20383e-15,1.38329e-15,-999,0.000225,4.9e-05,4.892e-05,2.281e-05,-999,0.0001174,3.548e-05,-999,5.869e-05,2.534e-05,-999,203_58_0
463,58.4526,0.0697014,1.14e+21,0.8,-999/-999,95014.1,4.59987e-15,1.406e-15,7.7206e-16,9.15018e-16,-999,3.4695e-15,1.85551e-15,-999,8.68378e-15,3.42818e-15,-999,0.000265,8.1e-05,1.766e-05,2.093e-05,-999,8.835e-05,4.725e-05,-999,0.000159,6.277e-05,-999,143_58_0
1198,58.4605,0.0730589,1.14e+21,0.8,-999/-999,201866,4.07913e-15,9.72048e-16,4.46798e-16,5.29425e-16,-999,3.21072e-15,1.30769e-15,-999,7.80994e-15,2.39705e-15,-999,0.000235,5.6e-05,1.022e-05,1.211e-05,-999,8.176e-05,3.33e-05,-999,0.000143,4.389e-05,-999,203_58_0
1204,58.4779,0.0278658,1.15e+21,0.8,-999/-999,208022,5.18371e-15,1.11328e-15,2.0481e-15,1.11927e-15,-999,5.49245e-15,1.71575e-15,-999,6.10685e-15,2.14505e-15,-999,0.000298,6.4e-05,4.657e-05,2.545e-05,-999,0.0001397,4.364e-05,-999,0.0001118,3.927e-05,-999,203_58_0
1206,58.4688,-0.0635456,1.14e+21,0.8,-999/-999,244639,4.1312e-15,9.37332e-16,1.38805e-15,-2.35859e-12,3.27404e-15,3.11607e-15,1.22601e-15,-999,8.6674e-15,2.39596e-15,-999,0.000238,5.4e-05,3.175e-05,-0.05395,7.489e-05,7.935e-05,3.122e-05,-999,0.0001587,4.387e-05,-999,203_58_0
