OBJID,RA,DEC,NH,ENERGY_SLOPE,ENERGY_SLOPE_ERROR,EXPOSURE_TIME,NUFNU_3000EV,NUFNU_ERROR_3000EV,NUFNU_500EV,NUFNU_ERROR_500EV,UPPER_LIMIT_500EV,NUFNU_1500EV,NUFNU_ERROR_1500EV,UPPER_LIMIT_1500EV,NUFNU_4500EV,NUFNU_ERROR_4500EV,UPPER_LIMIT_4500EV,COUNTRATES_300_10000EV,COUNTRATES_ERROR_300_10000EV,COUNTRATES_300_1000EV,COUNTRATES_ERROR_300_1000EV,UPPER_LIMIT_300_1000EV,COUNTRATES_1000_2000EV,COUNTRATES_ERROR_1000_2000EV,UPPER_LIMIT_1000_2000EV,COUNTRATES_2000_10000EV,COUNTRATES_ERROR_2000_10000EV,UPPER_LIMIT_2000_10000EV,RUNID
3145,7.19684,1.05054,2.95e+20,0.8,-999/-999,9912.3,3.308e-14,8.58142e-15,4.5495e-15,4.3219e-15,-999,1.96083e-14,1.06182e-14,-999,8.9139e-14,2.79435e-14,-999,0.00239,0.00062,0.0001839,0.0001747,-999,0.0005516,0.0002987,-999,0.001654,0.0005185,-999,384_7_0
3146,6.93853,0.952047,2.83e+20,0.8,-999/-999,10598.8,4.96224e-14,1.00623e-14,2.35296e-14,9.10792e-15,-999,5.11157e-14,1.62541e-14,-999,6.46596e-14,2.25285e-14,-999,0.0036,0.00073,0.00096,0.0003716,-999,0.00144,0.0004579,-999,0.0012,0.0004181,-999,384_7_0
3147,7.01441,0.874488,2.85e+20,0.8,-999/-999,13544.8,3.75197e-14,7.86258e-15,2.92121e-14,9.22514e-15,-999,3.62151e-14,1.24552e-14,-999,2.74814e-14,1.31641e-14,-999,0.00272,0.00057,0.00119,0.0003758,-999,0.00102,0.0003508,-999,0.00051,0.0002443,-999,384_7_0
3148,6.88288,1.03391,2.84e+20,0.8,-999/-999,9753.2,1.48921e-14,6.34294e-15,8.83044e-15,6.44867e-15,-999,1.27804e-14,9.33321e-15,-999,1.93982e-14,1.41661e-14,-999,0.00108,0.00046,0.00036,0.0002629,-999,0.00036,0.0002629,-999,0.00036,0.0002629,-999,384_7_0
3149,7.23107,1.00797,2.95e+20,0.8,-999/-999,7564.6,3.86164e-14,1.09344e-14,3.83455e-14,1.39825e-14,-999,2.20398e-14,1.2744e-14,-999,3.34137e-14,1.93206e-14,-999,0.00279,0.00079,0.00155,0.0005652,-999,0.00062,0.0003585,-999,0.00062,0.0003585,-999,384_7_0
3178,18.3047,-0.647472,3.32e+20,0.8,-999/-999,1910.2,7.63872e-14,2.66304e-14,4.62445e-14,2.78943e-14,-999,0,-6.77681e-11,2.14409e-13,1.9591e-13,8.27749e-14,-999,0.00545,0.0019,0.001817,0.001096,-999,0,-1.898,0.006005,0.003633,0.001535,-999,387_18_0
3192,49.3739,1.31212,6.98e+20,0.8,-999/-999,15182.6,7.00134e-14,1.00019e-14,4.78967e-14,1.21642e-14,-999,5.89539e-14,1.4319e-14,-999,7.85894e-14,1.99592e-14,-999,0.00448,0.00064,0.001449,0.000368,-999,0.001581,0.000384,-999,0.001449,0.000368,-999,390_49_1
3193,49.2585,1.25479,6.94e+20,0.8,-999/-999,14668.8,7.58695e-13,3.1222e-14,9.1184e-15,5.02402e-15,-999,7.90518e-14,1.56165e-14,-999,2.50556e-12,1.03314e-13,-999,0.0486,0.002,0.0002766,0.0001524,-999,0.002121,0.000419,-999,0.0462,0.001905,-999,390_49_1
3194,49.4057,1.31748,6.99e+20,0.8,-999/-999,15328.7,1.71952e-14,5.4712e-15,1.81923e-14,8.29902e-15,-999,1.53834e-14,8.12614e-15,-999,7.45772e-15,6.80687e-15,-999,0.0011,0.00035,0.00055,0.0002509,-999,0.0004125,0.0002179,-999,0.0001375,0.0001255,-999,390_49_1
3195,49.2453,1.30189,6.96e+20,0.8,-999/-999,15124.7,1.57762e-14,5.3108e-15,1.42834e-14,7.2622e-15,-999,1.07553e-14,6.7104e-15,-999,1.56468e-14,9.7623e-15,-999,0.00101,0.00034,0.0004327,0.00022,-999,0.0002885,0.00018,-999,0.0002885,0.00018,-999,390_49_1
3196,49.2975,1.13603,5.97e+20,0.8,-999/-999,15115.6,1.86985e-14,5.62474e-15,1.26489e-14,6.57126e-15,-999,1.13292e-14,6.81595e-15,-999,2.77524e-14,1.30558e-14,-999,0.00123,0.00037,0.00041,0.000213,-999,0.0003075,0.000185,-999,0.0005125,0.0002411,-999,390_49_1
3197,49.3057,1.12301,6.01e+20,0.8,-999/-999,14991.1,1.44428e-14,5.17446e-15,3.26076e-15,3.56704e-15,-999,3.88515e-15,4.25007e-15,-999,3.99657e-14,1.623e-14,-999,0.000949,0.00034,0.0001054,0.0001153,-999,0.0001054,0.0001153,-999,0.000738,0.0002997,-999,390_49_1
3198,49.222,1.29896,6.95e+20,0.8,-999/-999,14614.4,1.0665e-13,1.28043e-14,1.12654e-13,1.90935e-14,-999,8.48775e-14,1.76204e-14,-999,6.17183e-14,1.83094e-14,-999,0.00683,0.00082,0.003415,0.0005788,-999,0.002277,0.0004727,-999,0.001138,0.0003376,-999,390_49_1
3199,49.1903,1.25924,6.93e+20,0.8,-999/-999,14316.9,8.17807e-14,1.15492e-14,9.59e-14,1.81719e-14,-999,7.23352e-14,1.67962e-14,-999,2.10478e-14,1.09442e-14,-999,0.00524,0.00074,0.002911,0.0005516,-999,0.001941,0.0004507,-999,0.0003881,0.0002018,-999,390_49_1
3200,49.2056,1.31842,6.96e+20,0.8,-999/-999,14174.3,1.33395e-14,5.3108e-15,1.87992e-14,9.28241e-15,-999,1.06173e-14,7.31434e-15,-999,3.43091e-15,-1.84236e-11,5.11002e-14,0.000854,0.00034,0.0005695,0.0002812,-999,0.0002848,0.0001962,-999,6.326e-05,-0.3397,0.0009422,390_49_1
3201,49.3146,1.06681,6.02e+20,0.808,+0.28/-0.21,14823.4,8.57928e-14,1.21048e-14,7.03511e-14,1.56739e-14,-999,6.26365e-14,1.61344e-14,-999,9.1868e-14,2.36641e-14,-999,0.00567,0.0008,0.002268,0.0005053,-999,0.0017,0.0004379,-999,0.0017,0.0004379,-999,390_49_1
3202,49.4568,1.10204,6.33e+20,0.8,-999/-999,7964.3,9.02874e-14,1.68905e-14,8.36824e-14,2.45576e-14,-999,8.7024e-14,2.63366e-14,-999,4.77985e-14,2.34875e-14,-999,0.00588,0.0011,0.002646,0.0007765,-999,0.002352,0.0007118,-999,0.0008822,0.0004335,-999,390_49_1
3203,49.2199,1.38535,6.98e+20,0.8,-999/-999,14117.9,2.40671e-14,7.18888e-15,1.52747e-14,8.33317e-15,-999,1.72312e-14,9.40056e-15,-999,3.34154e-14,1.57233e-14,-999,0.00154,0.00046,0.0004621,0.0002521,-999,0.0004621,0.0002521,-999,0.0006161,0.0002899,-999,390_49_1
3204,49.1318,1.24745,6.91e+20,0.8,-999/-999,11423.1,2.68303e-14,8.89143e-15,1.8861e-14,1.07711e-14,-999,1.424e-14,9.94043e-15,-999,4.14379e-14,2.03909e-14,-999,0.00172,0.00057,0.0005733,0.0003274,-999,0.0003822,0.0002668,-999,0.0007641,0.000376,-999,390_49_1
3211,31.1311,0.399561,2.2e+20,0.8,-999/-999,6913.5,6.53828e-14,1.3481e-14,6.22391e-14,1.71064e-14,-999,5.12626e-14,1.87892e-14,-999,3.91613e-14,2.00947e-14,-999,0.00485,0.001,0.002668,0.0007333,-999,0.001455,0.0005333,-999,0.0007275,0.0003733,-999,392_31_0
3212,31.1004,0.41957,2.19e+20,0.8,-999/-999,6740.5,4.83788e-14,1.15894e-14,5.23076e-14,1.58508e-14,-999,1.58099e-14,1.09204e-14,-999,4.83115e-14,2.31465e-14,-999,0.00359,0.00086,0.002244,0.00068,-999,0.0004488,0.00031,-999,0.0008975,0.00043,-999,392_31_0
3213,31.1772,0.427589,2.21e+20,0.8,-999/-999,6747.4,2.18473e-14,8.22646e-15,1.89181e-14,1.01069e-14,-999,7.13529e-15,-2.14728e-11,9.4362e-14,4.36184e-14,2.3303e-14,-999,0.00162,0.00061,0.0008103,0.0004329,-999,0.0002025,-0.6094,0.002678,0.0008103,0.0004329,-999,392_31_0
3214,31.1569,0.342973,2.21e+20,0.8,-999/-999,6793.6,2.33308e-14,8.49618e-15,3.03044e-14,1.26564e-14,-999,7.61802e-15,7.74487e-15,-999,1.1638e-14,1.18318e-14,-999,0.00173,0.00063,0.001298,0.0005421,-999,0.0002162,0.0002198,-999,0.0002162,0.0002198,-999,392_31_0
3215,31.1241,0.30489,2.21e+20,0.8,-999/-999,7184.6,2.48142e-14,8.49618e-15,7.16052e-15,5.9138e-15,-999,3.24171e-14,1.55602e-14,-999,3.30193e-14,1.9578e-14,-999,0.00184,0.00063,0.0003067,0.0002533,-999,0.00092,0.0004416,-999,0.0006134,0.0003637,-999,392_31_0
3216,31.0087,0.429198,2.18e+20,0.8,-999/-999,7305.4,2.38454e-14,8.21792e-15,1.54629e-14,8.65261e-15,-999,2.33845e-14,1.30853e-14,-999,2.38189e-14,1.64175e-14,-999,0.00177,0.00061,0.0006639,0.0003715,-999,0.0006639,0.0003715,-999,0.0004425,0.000305,-999,392_31_0
3220,45.261,-0.584065,7.28e+20,0.8,-999/-999,14054.3,2.0005e-14,6.14328e-15,1.1682e-14,6.83923e-15,-999,1.29626e-14,7.58898e-15,-999,3.1326e-14,1.43905e-14,-999,0.00127,0.00039,0.0003464,0.0002028,-999,0.0003464,0.0002028,-999,0.0005773,0.0002652,-999,394_45_0
3221,45.2261,-0.567564,7.29e+20,0.8,-999/-999,12418.2,2.04828e-14,6.45996e-15,4.87644e-15,4.61321e-15,-999,2.16279e-14,1.02283e-14,-999,3.13586e-14,1.48301e-14,-999,0.0013,0.00041,0.0001445,0.0001367,-999,0.0005779,0.0002733,-999,0.0005779,0.0002733,-999,394_45_0
3222,45.2339,-0.512746,7.29e+20,0.8,-999/-999,13854.5,2.78881e-14,6.93264e-15,1.19431e-14,6.63466e-15,-999,2.64894e-14,1.05127e-14,-999,3.84074e-14,1.52425e-14,-999,0.00177,0.00044,0.0003539,0.0001966,-999,0.0007078,0.0002809,-999,0.0007078,0.0002809,-999,394_45_0
3223,45.1882,-0.582287,7.29e+20,0.8,-999/-999,14582.1,2.26886e-14,6.3024e-15,3.73917e-15,3.63455e-15,-999,2.07335e-14,9.21404e-15,-999,4.20972e-14,1.58611e-14,-999,0.00144,0.0004,0.0001108,0.0001077,-999,0.000554,0.0002462,-999,0.0007758,0.0002923,-999,394_45_0
3224,45.2625,-0.487229,7.29e+20,0.8,-999/-999,13613.4,2.2216e-14,6.45996e-15,2.16217e-14,9.42554e-15,-999,9.59577e-15,6.67288e-15,-999,2.78261e-14,1.3544e-14,-999,0.00141,0.00041,0.0006407,0.0002793,-999,0.0002564,0.0001783,-999,0.0005128,0.0002496,-999,394_45_0
3225,45.3549,-0.602399,7.26e+20,0.8,-999/-999,14405.7,1.8263e-14,5.82528e-15,7.81353e-15,5.53683e-15,-999,1.73629e-14,8.78808e-15,-999,2.51825e-14,1.27459e-14,-999,0.00116,0.00037,0.000232,0.0001644,-999,0.0004641,0.0002349,-999,0.0004641,0.0002349,-999,394_45_0
3226,45.2684,-0.686739,7.27e+20,0.8,-999/-999,14410.4,1.70078e-14,5.66928e-15,1.6177e-14,8.15588e-15,-999,1.34698e-14,7.73015e-15,-999,1.30229e-14,9.28423e-15,-999,0.00108,0.00036,0.00048,0.000242,-999,0.00036,0.0002066,-999,0.00024,0.0001711,-999,394_45_0
3227,45.2452,-0.43837,7.3e+20,0.8,-999/-999,13727.8,1.31123e-14,5.3584e-15,1.12349e-14,7.32787e-15,-999,1.86813e-14,1.002e-14,-999,1.00334e-14,-1.84335e-11,5.95276e-14,0.000832,0.00034,0.0003327,0.000217,-999,0.0004991,0.0002677,-999,0.0001849,-0.3397,0.001097,394_45_0
3228,45.1911,-0.694138,7.29e+20,0.8,-999/-999,14300.7,1.63862e-14,5.67216e-15,1.3158e-14,7.41422e-15,-999,1.4592e-14,8.22227e-15,-999,1.4103e-14,9.59912e-15,-999,0.00104,0.00036,0.0003899,0.0002197,-999,0.0003899,0.0002197,-999,0.0002599,0.0001769,-999,394_45_0
3229,45.3611,-0.483551,7.23e+20,0.8,-999/-999,14567.1,2.0293e-14,6.13509e-15,2.47788e-14,9.95251e-15,-999,6.89264e-15,5.40042e-15,-999,1.99995e-14,1.13616e-14,-999,0.00129,0.00039,0.0007372,0.0002961,-999,0.0001843,0.0001444,-999,0.0003686,0.0002094,-999,394_45_0
3230,45.1719,-0.462205,7.29e+20,0.8,-999/-999,14589.7,2.69428e-14,6.93264e-15,1.5743e-14,7.75844e-15,-999,4.07184e-14,1.32709e-14,-999,8.4379e-15,7.12473e-15,-999,0.00171,0.00044,0.0004665,0.0002299,-999,0.001088,0.0003546,-999,0.0001555,0.0001313,-999,394_45_0
3231,45.123,-0.513859,7.3e+20,0.8,-999/-999,14698.7,1.11581e-14,4.728e-15,4.78507e-15,4.40348e-15,-999,5.30383e-15,4.88087e-15,-999,2.30568e-14,1.23885e-14,-999,0.000708,0.0003,0.0001417,0.0001304,-999,0.0001417,0.0001304,-999,0.0004249,0.0002283,-999,394_45_0
3232,45.3926,-0.63743,7.24e+20,0.8,-999/-999,11320.6,1.82538e-14,6.92384e-15,4.87371e-15,5.19997e-15,-999,2.16937e-14,1.1565e-14,-999,2.35972e-14,1.45197e-14,-999,0.00116,0.00044,0.0001449,0.0001546,-999,0.00058,0.0003092,-999,0.0004349,0.0002676,-999,394_45_0
3233,45.1921,-0.419926,7.29e+20,0.8,-999/-999,14721.2,1.32981e-14,5.19948e-15,1.70962e-14,8.53124e-15,-999,1.57934e-14,-1.2339e-11,4.17663e-14,1.83246e-14,1.14278e-14,-999,0.000844,0.00033,0.0005066,0.0002528,-999,0.000422,-0.3297,0.001116,0.0003377,0.0002106,-999,394_45_0
3234,45.2627,-0.742283,7.25e+20,0.8,-999/-999,6689.4,3.32114e-14,1.22772e-14,2.02884e-14,1.42201e-14,-999,4.51128e-14,2.23694e-14,-999,1.6354e-14,1.62237e-14,-999,0.00211,0.00078,0.0006028,0.0004225,-999,0.001206,0.000598,-999,0.0003014,0.000299,-999,394_45_0
3235,45.2199,-0.372781,7.3e+20,0.8,-999/-999,10388.6,2.06456e-14,8.3528e-15,7.37177e-15,7.24345e-15,-999,3.26726e-14,1.6297e-14,-999,1.18458e-14,1.16396e-14,-999,0.00131,0.00053,0.0002183,0.0002145,-999,0.0008729,0.0004354,-999,0.0002183,0.0002145,-999,394_45_0
3236,45.0781,-0.465215,7.29e+20,0.8,-999/-999,9255,3.67115e-14,1.13443e-14,3.3693e-14,1.58678e-14,-999,1.2455e-14,1.01721e-14,-999,5.41762e-14,2.55145e-14,-999,0.00233,0.00072,0.0009984,0.0004702,-999,0.0003328,0.0002718,-999,0.0009984,0.0004702,-999,394_45_0
3237,-19.5151,0.826527,5.32e+20,0.8,-999/-999,10093.6,1.45172e-14,5.8188e-15,0,-1.14835e-11,4.74253e-14,1.77833e-14,1.02554e-14,-999,2.63118e-14,1.51736e-14,-999,0.000973,0.00039,0,-0.3896,0.001609,0.0004864,0.0002805,-999,0.0004864,0.0002805,-999,395_340_0
3239,-19.4826,0.981281,5.37e+20,0.8,-999/-999,11924.6,1.98729e-14,7.02274e-15,1.96707e-14,-1.38878e-11,1.29767e-13,8.11045e-15,-1.71757e-11,1.6049e-13,7.1953e-14,2.5427e-14,-999,0.00133,0.00047,0.000665,-0.4695,0.004387,0.0002217,-0.4695,0.004387,0.00133,0.00047,-999,395_340_0
3242,-19.5618,1.06276,5.4e+20,0.8,-999/-999,10831.6,3.81353e-14,1.34595e-14,2.51987e-14,-2.66511e-11,9.99528e-14,1.86713e-14,1.432e-14,-999,1.10368e-13,4.44556e-14,-999,0.00255,0.0009,0.0008501,-0.8991,0.003372,0.0005102,0.0003913,-999,0.00204,0.0008217,-999,395_340_0
3256,-18.3474,0.0326517,5.82e+20,0.8,-999/-999,11145.9,1.90726e-14,7.26576e-15,6.41151e-15,5.94133e-15,-999,7.72338e-15,7.157e-15,-999,4.54867e-14,2.10705e-14,-999,0.00126,0.00048,0.00021,0.0001946,-999,0.00021,0.0001946,-999,0.0008402,0.0003892,-999,397_341_0
3257,-22.1633,0.188335,4.94e+20,0.8,-999/-999,6325.4,7.6273e-14,1.62283e-14,6.24251e-14,2.03914e-14,-999,4.94999e-14,2.03277e-14,-999,8.82308e-14,3.33947e-14,-999,0.00517,0.0011,0.002176,0.0007108,-999,0.00136,0.0005585,-999,0.001632,0.0006177,-999,398_337_0
3258,-22.0076,0.269402,5.05e+20,0.8,-999/-999,7238.9,2.13134e-14,8.28856e-15,1.75277e-14,-1.61745e-11,5.50523e-14,1.04998e-14,9.17321e-15,-999,6.2345e-14,2.72198e-14,-999,0.00144,0.00056,0.0006062,-0.5594,0.001904,0.0002881,0.0002517,-999,0.001153,0.0005034,-999,398_337_0
3259,-22.065,0.312994,5.08e+20,0.8,-999/-999,7167,2.00002e-14,8.14825e-15,2.34735e-14,1.24336e-14,-999,9.84731e-15,9.03429e-15,-999,1.46057e-14,1.33998e-14,-999,0.00135,0.00055,0.0008101,0.0004291,-999,0.0002701,0.0002478,-999,0.0002701,0.0002478,-999,398_337_0
3260,-22.0654,0.0870856,4.91e+20,0.8,-999/-999,6848.7,2.62354e-14,9.58035e-15,1.90993e-14,1.13187e-14,-999,3.23818e-14,1.65547e-14,-999,1.20283e-14,1.22987e-14,-999,0.00178,0.00065,0.0006672,0.0003954,-999,0.00089,0.000455,-999,0.0002225,0.0002275,-999,398_337_0
3261,-22.1417,0.0771325,4.89e+20,0.8,-999/-999,7001.2,5.09693e-14,1.29633e-14,2.1979e-14,1.18027e-14,-999,6.99147e-14,2.36371e-14,-999,4.1566e-14,2.2321e-14,-999,0.00346,0.00088,0.0007689,0.0004129,-999,0.001922,0.0006498,-999,0.0007689,0.0004129,-999,398_337_0
3262,-21.9098,0.256025,5.09e+20,0.8,-999/-999,5933.9,3.30464e-14,1.21516e-14,9.23844e-15,9.17175e-15,-999,3.48394e-14,1.98609e-14,-999,5.16696e-14,2.94552e-14,-999,0.00223,0.00082,0.0003186,0.0003163,-999,0.0009555,0.0005447,-999,0.0009555,0.0005447,-999,398_337_0
3269,3.36564,-0.826592,3.13e+20,0.8,-999/-999,7279.2,5.82107e-14,1.21156e-14,4.19388e-14,1.34896e-14,-999,3.97208e-14,1.57779e-14,-999,7.51491e-14,2.6437e-14,-999,0.00418,0.00087,0.001672,0.0005378,-999,0.001115,0.0004429,-999,0.001394,0.0004904,-999,401_3_0
3270,3.45629,-0.798007,3.1e+20,0.8,-999/-999,7316.9,2.11462e-14,7.92984e-15,9.50988e-15,7.41771e-15,-999,2.70537e-14,1.50207e-14,-999,2.04843e-14,1.59777e-14,-999,0.00152,0.00057,0.00038,0.0002964,-999,0.0007597,0.0004218,-999,0.00038,0.0002964,-999,401_3_0
3271,3.4725,-0.860026,3.12e+20,0.8,-999/-999,7224.7,1.97692e-14,7.93554e-15,1.77904e-14,1.01284e-14,-999,1.26415e-14,1.02799e-14,-999,1.91319e-14,1.55578e-14,-999,0.00142,0.00057,0.0007098,0.0004041,-999,0.0003549,0.0002886,-999,0.0003549,0.0002886,-999,401_3_0
3272,9.95855,-0.390846,2.14e+20,0.8,-999/-999,4226,3.18812e-14,1.3183e-14,4.58536e-14,1.92515e-14,-999,0,-3.44667e-11,9.18172e-14,2.12605e-14,2.06953e-14,-999,0.00237,0.00098,0.001975,0.0008292,-999,0,-0.979,0.002608,0.000395,0.0003845,-999,402_9_0
3273,9.80074,-0.327761,2.16e+20,0.8,-999/-999,4270,4.83286e-14,1.61544e-14,2.08658e-14,1.39524e-14,-999,7.90225e-14,3.38064e-14,-999,2.41517e-14,2.29299e-14,-999,0.00359,0.0012,0.0008973,0.0006,-999,0.002244,0.00096,-999,0.0004487,0.000426,-999,402_9_0
3274,18.0136,-0.73041,3.61e+20,0.8,-999/-999,982.7,5.30663e-13,9.48117e-14,1.626e-13,7.10237e-14,-999,6.71775e-13,1.68929e-13,-999,6.74375e-13,2.07492e-13,-999,0.0375,0.0067,0.00625,0.00273,-999,0.01875,0.004715,-999,0.0125,0.003846,-999,403_18_0
3275,-37.4079,-0.515096,3.56e+20,0.8,-999/-999,1187,1.2686e-13,5.08572e-14,2.32744e-13,9.33048e-14,-999,0,-1.28758e-10,3.03384e-13,0,-1.93986e-10,4.57076e-13,0.00898,0.0036,0.00898,0.0036,-999,0,-3.596,0.008473,0,-3.596,0.008473,40_322_0
3276,-37.432,-0.701916,3.61e+20,0.8,-999/-999,1201.3,1.13633e-13,4.81134e-14,2.08908e-13,8.84544e-14,-999,0,-1.21708e-10,2.71755e-13,0,-1.83268e-10,4.09211e-13,0.00803,0.0034,0.00803,0.0034,-999,0,-3.397,0.007585,0,-3.397,0.007585,40_322_0
3277,-37.4548,-0.453035,3.55e+20,0.8,-999/-999,1225.2,1.11713e-13,4.80182e-14,2.04861e-13,8.80566e-14,-999,0,-1.21619e-10,3.11191e-13,0,-1.83251e-10,4.6889e-13,0.00791,0.0034,0.00791,0.0034,-999,0,-3.397,0.008692,0,-3.397,0.008692,40_322_0
3278,-37.5981,-0.671397,3.61e+20,0.8,-999/-999,1206.8,1.15755e-13,4.95285e-14,1.77325e-13,8.35894e-14,-999,0,-1.25291e-10,3.21915e-13,7.35339e-14,7.73643e-14,-999,0.00818,0.0035,0.006816,0.003213,-999,0,-3.497,0.008985,0.001363,0.001434,-999,40_322_0
3279,-37.5572,-0.418221,3.57e+20,0.8,-999/-999,1216.1,1.42733e-13,5.6528e-14,2.61974e-13,1.03752e-13,-999,0,-1.43101e-10,2.98091e-13,9.07911e-14,-2.15568e-10,4.49047e-13,0.0101,0.004,0.0101,0.004,-999,0,-3.996,0.008324,0.001683,-3.996,0.008324,40_322_0
3280,-37.5313,-0.760521,3.63e+20,0.8,-999/-999,1212.1,2.02488e-13,6.5136e-14,3.72587e-13,1.19853e-13,-999,0,-1.64666e-10,4.22506e-13,1.28565e-13,-2.47905e-10,6.36082e-13,0.0143,0.0046,0.0143,0.0046,-999,0,-4.595,0.01179,0.002383,-4.595,0.01179,40_322_0
3281,-37.6784,-0.620161,3.63e+20,0.8,-999/-999,1034.9,1.9824e-13,7.3632e-14,3.6477e-13,1.35486e-13,-999,0,-1.86168e-10,3.68394e-13,1.25868e-13,-2.80275e-10,5.54616e-13,0.014,0.0052,0.014,0.0052,-999,0,-5.195,0.01028,0.002333,-5.195,0.01028,40_322_0
3290,20.5006,0.336029,3.39e+20,0.8,-999/-999,1078.4,1.53123e-13,5.05728e-14,1.39449e-13,6.54515e-14,-999,1.9475e-13,9.14076e-14,-999,0,-1.93936e-10,9.70758e-13,0.0109,0.0036,0.00545,0.002558,-999,0.00545,0.002558,-999,0,-3.596,0.018,405_20_0
3291,20.5132,0.333338,3.39e+20,0.8,-999/-999,1049.5,1.88243e-13,5.6192e-14,8.57164e-14,4.98691e-14,-999,3.59127e-13,1.24604e-13,-999,0,-2.15508e-10,1.19457e-12,0.0134,0.004,0.00335,0.001949,-999,0.01005,0.003487,-999,0,-3.996,0.02215,405_20_0
3292,29.1297,-0.464005,2.63e+20,0.8,-999/-999,3550.2,2.9842e-14,1.27308e-14,0,-2.2421e-11,5.79168e-14,6.43454e-14,3.05827e-14,-999,1.95749e-14,2.11101e-14,-999,0.00218,0.00093,0,-0.9291,0.0024,0.001817,0.0008636,-999,0.0003634,0.0003919,-999,406_29_0
3293,29.2416,-0.432683,2.59e+20,0.8,-999/-999,3551.3,3.75925e-14,1.5037e-14,1.65385e-14,1.35628e-14,-999,4.86695e-14,2.92017e-14,-999,3.70308e-14,3.0368e-14,-999,0.00275,0.0011,0.0006875,0.0005638,-999,0.001375,0.000825,-999,0.0006875,0.0005638,-999,406_29_0
3294,29.1971,-0.353467,2.63e+20,0.8,-999/-999,2478.9,2.245e-13,4.24359e-14,2.63763e-13,6.03783e-14,-999,1.93567e-13,6.35663e-14,-999,2.20851e-13,-1.66823e-10,2.77787e-13,0.0164,0.0031,0.01093,0.002502,-999,0.005466,0.001795,-999,0.0041,-3.097,0.005157,406_29_0
4886,57.1861,-1.0774,9.59e+20,0.8,-999/-999,85878.4,4.06846e-15,1.46731e-15,4.09436e-15,2.26051e-15,-999,2.60646e-15,-3.38005e-12,8.8548e-15,7.59172e-15,3.64446e-15,-999,0.000244,8.8e-05,0.0001046,5.775e-05,-999,6.779e-05,-0.08791,0.0002303,0.0001394,6.692e-05,-999,557_57_0
3357,-30.0227,-0.363719,4.35e+20,0.8,-999/-999,5526,9.95394e-14,1.88357e-14,5.14794e-14,1.86596e-14,-999,1.35468e-13,3.39356e-14,-999,6.75163e-14,3.00366e-14,-999,0.00687,0.0013,0.001873,0.0006789,-999,0.003748,0.0009389,-999,0.00125,0.0005561,-999,410_329_0
3358,-30.0589,-0.451569,4.48e+20,0.8,-999/-999,5059.1,4.27682e-14,1.33832e-14,3.26328e-14,1.5828e-14,-999,4.25712e-14,2.06485e-14,-999,3.17715e-14,2.15394e-14,-999,0.00294,0.00092,0.001176,0.0005704,-999,0.001176,0.0005704,-999,0.0005881,0.0003987,-999,410_329_0
3359,-30.0721,-0.225251,4.22e+20,0.8,-999/-999,5273.8,4.12698e-14,1.35642e-14,3.11443e-14,-2.55661e-11,1.02825e-13,8.25333e-14,2.90761e-14,-999,3.08837e-14,2.2481e-14,-999,0.00286,0.00094,0.001144,-0.9391,0.003777,0.002287,0.0008057,-999,0.0005719,0.0004163,-999,410_329_0
3360,-29.8577,-0.472666,4.43e+20,0.8,-999/-999,4275,8.99097e-14,2.17875e-14,6.84564e-14,2.7048e-14,-999,8.95767e-14,3.53929e-14,-999,6.68755e-14,3.52312e-14,-999,0.00619,0.0015,0.002476,0.0009783,-999,0.002476,0.0009783,-999,0.001238,0.0006522,-999,410_329_0
3374,17.6293,-0.269046,3.08e+20,0.8,-999/-999,17169.5,1.75178e-14,4.72702e-15,7.86841e-15,4.07788e-15,-999,2.24263e-14,8.71561e-15,-999,1.69744e-14,8.79713e-15,-999,0.00126,0.00034,0.0003149,0.0001632,-999,0.0006299,0.0002448,-999,0.0003149,0.0001632,-999,41_17_0
3382,17.7344,-0.187631,3.05e+20,0.8,-999/-999,16740.3,8.93063e-15,3.75003e-15,6.01062e-15,-6.72362e-12,2.11656e-14,4.57687e-15,4.21741e-15,-999,2.77272e-14,1.31359e-14,-999,0.000643,0.00027,0.0002411,-0.2697,0.000849,0.0001286,0.0001185,-999,0.0005144,0.0002437,-999,41_17_0
3385,17.5776,-0.110177,3.06e+20,0.8,-999/-999,16486.3,1.27399e-14,4.58469e-15,1.37269e-14,6.27218e-15,-999,1.30559e-14,7.27185e-15,-999,3.70583e-14,-1.77718e-11,6.50609e-14,0.000917,0.00033,0.0005502,0.0002514,-999,0.0003668,0.0002043,-999,0.0006875,-0.3297,0.001207,41_17_0
3386,17.4079,-0.249598,3.13e+20,0.8,-999/-999,10305.5,3.41187e-14,9.33042e-15,1.75581e-14,8.89694e-15,-999,4.98736e-14,1.79723e-14,-999,1.88628e-14,1.35958e-14,-999,0.00245,0.00067,0.0007,0.0003547,-999,0.0014,0.0005045,-999,0.0003499,0.0002522,-999,41_17_0
3387,21.745,-1.23829,3.67e+20,0.8,-999/-999,4263,7.96804e-14,1.84314e-14,3.91734e-14,1.71642e-14,-999,4.02988e-14,2.03609e-14,-999,1.61757e-13,5.16835e-14,-999,0.00562,0.0013,0.001499,0.0006568,-999,0.001124,0.0005679,-999,0.002998,0.0009579,-999,412_21_-1
